id,year,sid,post,l_exp_pubwelfare,l_police,l_income,unemployrt,poverty,blackm_15_24,whitem_15_24,popwt
269,2005,26,0,7.1325417,5.7992377,10.779143,5.3,13.508010603862632,0.010760115,1.1475681,5688724.5
201,2003,20,0,7.526475,5.437263,10.691876,5.0,10.870988712437097,9.042957,16.182722,1289211.6
161,2007,16,0,7.153107,5.5715737,10.847977,3.8,10.642529472764064,0.54029757,5.7237625,2907060.2
401,2005,38,0,7.091376,5.34413,10.806065,6.2,13.969179033563298,3.0210872,18.926498,3581658.2
476,2003,45,0,6.8049126,5.720859,10.975328,5.6,10.191790193348934,0.020783225,1.9057784,2449745.5
105,2006,11,0,6.929292,5.79757,10.884817,4.7,14.3129372557986,0.047917858,0.28852168,8871351.0
389,2004,37,0,7.08679,5.7240314,10.730422,5.0,14.202558934084209,0.15139784,5.7219357,3490586.0
1,2001,1,0,6.974412,5.863135,10.675931,4.7,15.750203294509085,2.2499535,4.700201,4499293.0
540,2001,51,0,6.7383103,6.0345907,10.797839,3.9,10.659502177660451,0.11575327,7.161713,504780.2
80,2003,8,0,7.019892,5.9629946,10.97011,4.2,9.263792533445049,1.660328,4.626155,822992.0
205,2007,20,0,7.577339,5.434105,10.827012,4.8,11.847153135885852,9.565174,16.46131,1289211.6
34,2001,4,0,6.9486294,5.662664,10.622741,4.7,16.00557953995532,1.452254,5.400214,2732902.5
508,2002,48,0,7.140472,5.4459147,10.910715,7.3,10.505678711068416,0.3683283,0.19724105,6189167.5
427,2009,40,0,7.6456523,5.7097096,10.868301,11.6,11.573784662292969,10.247868,18.298134,1042039.56
454,2003,43,0,7.3716507,6.0365276,10.702863,5.7,13.76071514384733,3.7857113,13.277453,5885931.5
366,2003,35,0,7.1444902,5.5511584,10.776996,3.6,10.679441136111455,17.430027,106.7972,625979.44
91,2003,10,0,6.8623333,6.0251226,10.740757,5.3,13.354420725056858,1.2507473,2.132007,17281274.0
339,2009,32,0,7.599327,5.819089,10.697859,6.9,18.2725486803131,11.701852,39.00512,1894993.1
345,2004,33,0,7.8436055,6.140089,10.850075,5.8,14.712216485083424,0.80211604,2.0679352,18912244.0
241,2010,23,1,7.2864094,5.507406,10.745938,13.3,15.36210135,0.25669387,2.9804041,9905407.0
13,2002,2,0,7.7115536,5.6953335,11.066013,7.1,9.440418292612598,0.3926299,5.3866067,651473.25
315,2007,30,0,7.0564423,5.5154486,11.17128,3.6,7.09824202024951,6.858212,24.416105,1274359.0
387,2002,37,0,7.046296,5.746876,10.696163,4.8,14.756111453862465,0.15215202,5.7282186,3490586.0
273,2009,26,1,7.100671,5.849217,10.811222,9.1,14.401439473259014,0.013515386,1.0687824,5688724.5
166,2001,17,0,6.6520004,5.93785,10.83966,4.3,9.650559817747286,1.0425869,9.761636,2702063.2
574,2006,8,1,,5.829381876700428,10.86823269831166,5.696360027788289,,2.5996828779455163,,
484,2000,46,0,7.3316417,5.3528075,10.822375,2.7,9.052709980325371,18.556728,55.125862,608010.25
565,,,,,5.864127534055735,,2.7000084056975586,9.03809589919559,,8.87632656055844,
504,2009,47,0,6.9453554,5.713654,11.026793,6.8,10.432312448117196,0.28362814,4.2927556,7382067.5
243,2001,24,0,7.3277583,5.536734,11.080279,3.9,7.331598284414727,1.9719968,2.5560508,5031185.0
189,2002,19,0,6.755714,6.250784,10.626582,5.9,18.337641415737544,0.022724962,1.8476682,4365311.5
475,2002,45,0,6.7355604,5.710267,10.968302,5.8,9.87384554680624,0.019904554,1.8940085,2449745.5
510,2004,48,0,7.1089363,5.442586,10.961695,6.2,11.797218164857014,0.36021486,0.19051474,6189167.5
58,2003,6,0,6.821399,5.85009,10.988728,6.2,10.154428210037471,0.3282229,5.21456,4600371.5
474,2001,45,0,6.6748347,5.725541,10.973409,4.4,9.62972598960658,0.020634325,1.8836448,2449745.5
252,2010,24,0,7.616672,5.544676,10.8695965,7.1,10.71281712,1.7532954,2.1949008,5031185.0
21,2010,2,1,7.851979,5.6264315,10.971606,8.1,8.899277688,0.3390881,4.92092,651473.25
313,2005,30,0,7.2090435,5.4949546,11.0610285,3.6,7.574857405110941,6.9749293,24.712414,1274359.0
459,2008,43,1,7.264145,6.0112295,10.601722,6.4,15.28385587223133,3.9187813,12.503093,5885931.5
160,2006,16,0,7.1893835,5.5426674,10.859825,3.7,10.595707365819552,0.54223806,5.804362,2907060.2
276,2001,27,0,6.737916,5.696588,10.585675,4.5,14.184909946011944,0.7335964,12.593121,921333.75
191,2004,19,0,6.9904675,6.193131,10.646615,5.5,19.383750227693668,0.028304776,1.887746,4365311.5
385,2000,37,0,5.8461146,5.738921,10.622863,3.1,13.991670558392514,0.14417608,5.6077995,3490586.0
413,2006,39,0,7.4117627,5.4096346,10.867101,4.7,11.597958011903104,0.041396648,0.4658208,12172547.0
491,2007,46,0,7.6197567,5.474974,10.816433,3.9,9.766367112533416,20.999567,58.702137,608010.25
343,2002,33,0,7.7222996,6.077865,10.836852,6.2,14.059971854791833,0.7656229,2.0296319,18912244.0
308,2000,30,0,7.031768,5.328883,11.0740795,2.7,5.820218671656751,6.810515,24.37765,1274359.0
130,2009,13,0,7.0889716,5.643318,10.769537,8.0,14.57402753500164,10.837192,37.586906,1401675.9
99,2000,11,0,6.7694807,5.912764,10.879009,3.5,12.654038644569326,0.0351959,0.25879484,8871351.0
372,2009,35,1,7.173224,5.6028943,10.837658,4.3,11.397241001993043,18.179531,97.902695,625979.44
87,2010,8,0,7.526988,5.8734255,10.919968,8.7,10.97880557,1.8044586,4.5496087,822992.0
458,2007,43,0,7.2420015,6.007933,10.676347,4.7,15.563353544147946,3.9271634,12.682136,5885931.5
330,2000,32,0,6.9460807,5.7213497,10.701715,5.0,17.33865697670831,12.147544,39.91532,1894993.1
214,2005,21,0,7.0818005,5.8903804,11.121112,4.2,8.310265031261684,0.59214646,6.1064014,5471289.5
466,2004,44,0,6.888103,5.8928156,10.7744465,6.0,16.475442589787114,0.00947419,0.8831898,22486206.0
121,2000,13,0,6.6383734,5.5651236,10.7710085,4.6,11.488945762113085,11.550888,42.896828,1401675.9
20,2009,2,1,7.764343,5.6678033,11.044856,8.3,9.068246426072472,0.4144087,5.3245153,651473.25
71,2005,7,0,7.3345656,5.6476154,11.058417,4.8,8.318106394253952,0.82447875,4.8074512,3424474.2
106,2007,11,1,6.9952955,5.738344,10.842498,4.4,14.2437857089658,0.04394785,0.27248523,8871351.0
270,2006,26,0,7.0121813,5.8041134,10.783259,4.8,13.403037253412927,0.011176315,1.1139688,5688724.5
435,2006,41,0,7.0965657,5.8041205,10.665251,6.5,15.213309855553335,0.01999422,1.2256179,4183317.2
102,2003,11,0,7.03167,5.90458,10.825959,4.8,13.694195316230246,0.045187347,0.2830342,8871351.0
